timestamp,benchmark,task,backend,model,num_samples,metric,value,duration_s,prompt_version,config_hash,git_sha
2026-09-03T12:12:49+00:00,rsvqa_lr,vqa,echo,echo,200,aa,0.251042,0.00,1.0.0,e0aa8162a134,1f2ff56
2026-09-03T12:12:49+00:00,rsvqa_lr,vqa,echo,echo,200,acc/comp,0.337500,0.00,1.0.0,e0aa8162a134,1f2ff56
2026-09-03T12:12:49+00:00,rsvqa_lr,vqa,echo,echo,200,acc/count,0.000000,0.00,1.0.0,e0aa8162a134,1f2ff56
2026-09-03T12:12:49+00:00,rsvqa_lr,vqa,echo,echo,200,acc/presence,0.666667,0.00,1.0.0,e0aa8162a134,1f2ff56
2026-09-03T12:12:49+00:00,rsvqa_lr,vqa,echo,echo,200,acc/rural_urban,0.000000,0.00,1.0.0,e0aa8162a134,1f2ff56
2026-09-03T12:12:49+00:00,rsvqa_lr,vqa,echo,echo,200,n,200.000000,0.00,1.0.0,e0aa8162a134,1f2ff56
2026-09-03T12:12:49+00:00,rsvqa_lr,vqa,echo,echo,200,n/comp,80.000000,0.00,1.0.0,e0aa8162a134,1f2ff56
2026-09-03T12:12:49+00:00,rsvqa_lr,vqa,echo,echo,200,n/count,47.000000,0.00,1.0.0,e0aa8162a134,1f2ff56
2026-09-03T12:12:49+00:00,rsvqa_lr,vqa,echo,echo,200,n/presence,72.000000,0.00,1.0.0,e0aa8162a134,1f2ff56
2026-09-03T12:12:49+00:00,rsvqa_lr,vqa,echo,echo,200,n/rural_urban,1.000000,0.00,1.0.0,e0aa8162a134,1f2ff56
2026-09-03T12:12:49+00:00,rsvqa_lr,vqa,echo,echo,200,oa,0.375000,0.00,1.0.0,e0aa8162a134,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,aa,0.138131,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,acc/change_or_not,0.563380,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,acc/change_ratio,0.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,acc/change_ratio_types,0.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,acc/change_to_what,0.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,acc/decrease_or_not,0.291667,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,acc/increase_or_not,0.250000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,acc/largest_change,0.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,acc/smallest_change,0.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,n,200.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,n/change_or_not,71.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,n/change_ratio,10.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,n/change_ratio_types,29.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,n/change_to_what,16.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,n/decrease_or_not,24.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,n/increase_or_not,20.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,n/largest_change,15.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,n/smallest_change,15.000000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:12:49+00:00,cdvqa,change_vqa,echo,echo,200,oa,0.260000,0.00,1.0.0,a59740612725,1f2ff56
2026-09-03T12:17:41+00:00,cdvqa,change_vqa,echo,echo,30,aa,0.260417,0.00,1.0.0,2083076333cc,1f2ff56
2026-09-03T12:17:41+00:00,cdvqa,change_vqa,echo,echo,30,acc/change_or_not,0.562500,0.00,1.0.0,2083076333cc,1f2ff56
